X1	X2	X3
Staff	2016-04-13 13:48:43	Join me in Pittsburgh- tonight at 7pmE! #Trump2016 #TrumpTrain Tickets: https://t.co/TrKj5lGXup
Staff	2016-06-26 22:28:32	Crooked Hillary Attacks Foreign Government Donations - While Ignoring Her Own: https://t.co/pr3BSHJSxL
Staff	2016-07-26 19:27:43	The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!
Trump	2016-06-24 22:31:14	"""@Jolena3: @realDonaldTrump And we will get it back once we have President Trump! Can't wait!"""
Trump	2016-05-21 12:49:59	Crooked Hillary wants to get rid of all guns and yet she is surrounded by bodyguards who are fully armed. No more guns to protect Hillary!
Trump	2016-03-17 12:19:55	Crazy @megynkelly is now complaining that  @oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!
Staff	2016-03-02 01:02:09	Thank you Tennessee! #Trump2016 #SuperTuesday
Staff	2016-02-16 17:59:42	Just sat down for a great interview with @PHussionWYFF in Greenville today. Watch at 5pm. An amazing day in South Carolina! #VoteTrumpSC
Trump	2016-02-27 16:08:40	I started my business with very little and built it into a great company, with some of the best real estate assets in the World. Amazing!
Staff	2016-04-13 05:11:41	#MakeAmericaGreatAgain #Trump2016 https://t.co/249n3yLQxS
Staff	2016-07-12 21:10:03	The American people agree. No free pass for #CrookedHillary! https://t.co/lTjLVKkzh1
Trump	2016-06-08 11:52:13	Thank you to all for your wonderful comments on my speech. I could feel the electricity in thr air. Great reviews - most votes ever recieved
Staff	2016-08-01 22:52:39	When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?
Trump	2016-03-02 12:25:10	"""@JoeNBC: FOX calls Virginia for Trump. If it holds, it's a big win for Trump and a big setback for Rubio, who needed to win the state."
Staff	2016-05-19 19:36:58	Thank you @LtStevenLRogers. We will respond to terrorism with strength in 2017! https://t.co/Mk4YuuRf4s
Staff	2016-02-26 21:11:30	Never let them see you sweat! https://t.co/qygVFf6JFF
Trump	2016-03-17 20:30:08	MAKE AMERICA GREAT AGAIN!
Staff	2016-05-29 21:43:15	Good news is that my campaign has perhaps more cash than any campaign in the history of politics- b/c I stand 100% behind everything we do.
Staff	2016-07-29 13:13:16	CAMPAIGN STATEMENT:  https://t.co/RNW3ED2ifR
Trump	2016-05-18 00:40:41	"""@jlund04: @megynkelly @realDonaldTrump it was refreshing to see you both in a different light. Well done."""
Trump	2016-03-22 19:17:41	Obama, and all others, have been so weak, and so politically correct, that terror groups are forming and getting stronger! Shame.
Trump	2016-07-06 11:12:45	"Crooked Hillary Clinton and her team ""were extremely careless in their handling of very sensitive, highly classified information."" Not fit!"
Staff	2016-04-12 16:02:54	Missouri just confirmed #Trump2016 as the official winner- with an additional 12 delegates. #MakeAmericaGreatAgain https://t.co/AVTkCAne5w
Trump	2016-02-22 20:50:18	Ted Cruz has been playing an ad about me that is so ridiculously false - no basis in fact. Take ad down Ted. Biggest liar in politics!
Staff	2016-05-31 21:12:07	Join me in Sacramento, California-tomorrow evening @ 7pm! #Trump2016 https://t.co/W7xy7eXcii https://t.co/km0rRYSDnO
Trump	2016-07-27 01:51:45	You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly
Trump	2016-04-10 11:29:49	"""@agentvf: New Jersey Man Joseph Hornick Willing to Go to Jail for Flying Trump Flag - Breitbart https://t.co/zky3vlOJu4  @Q102Philly"""
Staff	2016-01-28 03:34:44	FOX debate advertising rates falling like a rock! Tune into my special event for the Veterans at 9pm EST!
Trump	2016-01-23 13:12:22	"""@TheSouthwasRite: @NRO cancelling my subscription- you people are idiots. @realDonaldTrump WILL be our next President. #Trump2016 #RNC"""
Staff	2016-06-08 03:59:25	Thank you California! #Trump2016  https://t.co/GusL2UPrX2 https://t.co/H6D25S1TR5
Trump	2016-07-04 15:26:56	"Crooked Hillary Clinton is ""guilty as hell"" but the system is totally rigged and corrupt! Where are the 33,000 missing e-mails?"
Trump	2016-04-10 03:02:59	"""@governor_savage: @realDonaldTrump is the only person who can save us from this corrupt political mess. #MakeAmericaGreatAgain"""
Trump	2016-07-09 15:18:58	Way to go @serenawilliams  - you are a true champion. Proud of you!
Staff	2016-04-02 20:30:25	.@HeyTammyBruce- Thank you for your nice words on Fox today. They never use my full statements on nuclear, which you would agree with!
Trump	2016-05-30 11:19:29	"""@MariaErnandez3b: Trump Supports Rolling Thunder Rally #TRUMP STRONG https://t.co/pfVXQ8NdZu"" So true, and remember the M.I.A.'s!"
Trump	2016-05-16 13:24:21	"A political commentator for @cnn, which I no longer watch, said ""Trump showed some weakness in the Repub Primaries."" I set all-time record!"
Staff	2016-05-06 23:16:17	Let’s properly check goofy Elizabeth Warren’s records to see if she is Native American. I say she’s a fraud!
Staff	2016-03-11 06:49:58	Thank you! #GOPDebate https://t.co/BuJ1YFkjvm
Trump	2016-03-03 03:38:29	"""@malski1954: I changed parties to vote for you, no one else measures up to you, The GOPe needs a reality check. Our country is at stake"""
Trump	2016-03-20 16:13:50	Why is it that the horrendous protesters, who scream, curse punch, shut down roads/doors during my RALLIES,  are never blamed by media? SAD!
Staff	2016-06-10 20:39:41	Heading to Richmond, Virginia now. Join me tonight! #Trump2016 Tickets: https://t.co/I2CJSqiKGN
Trump	2016-07-21 03:56:28	Arena was packed, totally electric!
Staff	2016-07-11 21:40:30	Great poll- Florida! Thank you! https://t.co/4FuPpL5WOM
Trump	2016-05-18 01:37:33	"""@COWBOYSFORTRUMP: @ChristiChat @Rockprincess818 @realDonaldTrump That man is a pillar of strength and will be perfect as our next president"
Trump	2016-05-18 00:33:40	"""@curtandkaren: Kudos to @megynkelly and @realDonaldTrump for rising above the drama and coming together. Very respectful and classy ��"""
Trump	2016-05-30 11:26:47	Have a great Memorial Day and remember that we will soon MAKE AMERICA GREAT AGAIN!
Staff	2016-06-25 04:29:41	Thoughts and prayers are with everyone in West Virginia- dealing with the devastating floods. #ImWithYou
Staff	2016-05-05 18:57:30	Happy #CincoDeMayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics! https://t.co/ufoTeQd8yA https://t.co/k01Mc6CuDI
Trump	2016-08-06 18:11:50	Heading to New Hampshire - will be talking about Hillary saying her brain SHORT CIRCUITED, and other things!
Staff	2016-07-28 21:38:12	"""Dems warn not to underestimate Trump's potential win"" https://t.co/X3xHtjhHpB"
Staff	2016-01-28 03:00:36	Thank you- Lexington, South Carolina! #Trump2016 #MakeAmericaGreatAgain https://t.co/jaiRNIyYGL https://t.co/upAo2eDDVB
Staff	2016-02-23 03:51:04	Join me live- now in Las Vegas, Nevada! We will MAKE AMERICA SAFE &amp; GREAT AGAIN! #VoteTrumpNV #NevadaCaucus https://t.co/IW9s9noxDT
Staff	2016-01-23 01:34:26	Cruz says I supported TARP, which gave $25 million to Goldman Sachs, the bank which loaned him the money he didn't disclose. Puppet!
Trump	2016-06-14 12:26:49	American must now get very tough, very smart and very vigilant. We cannot admit people into our country without extraordinary screening.
Staff	2016-03-29 20:24:25	Thank you! #MakeAmericaGreatAgain https://t.co/sVUWI7JoGn
Trump	2016-04-09 02:28:16	"""@RepMartinDaniel: We support you #HaileyPuckett. You will go far in life. Smart and courageous!"
Staff	2016-05-05 23:28:31	Join me tomorrow! #Trump2016  #MakeAmericaGreatAgain   Omaha, Nebraska: https://t.co/2OWQIlNutu  Eugene, Oregon: https://t.co/oroTbvsNdQ
Staff	2016-07-18 17:10:39	Thank you Mahoning County, Ohio! See you soon! #MakeAmericaSafeAgain  https://t.co/TNJMUKImpK https://t.co/iFdqRvaL3q
Trump	2016-07-26 03:12:57	Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!
Staff	2016-04-23 20:29:50	Lynne Ryan -- just read your great story in the NY Times -- I am proud of you. Thanks! https://t.co/zVmhYsd4ir
Trump	2016-05-18 00:48:42	"""@thydanielflores: .@megynkelly @realDonaldTrump Best interview that I have ever seen."
Trump	2016-07-30 19:55:26	"Why doesn't the media want to report that on the two ""Big Thursdays"" when Crooked Hillary and I made our speeches - Republican's won ratings"
Trump	2016-02-27 15:49:52	Fun to watch the Democrats working so hard to win the great State of South Carolina when I just won the Republican version - amazing people!
Trump	2015-12-25 21:11:23	@CNN just announced that TRUMP was #1 story of 2015. Totally meaningless, however, if we don't WIN IT ALL and Make America Great Again!
Staff	2016-07-13 21:22:44	#CrookedHillary is outspending me by a combined 31 to 1 in Florida, Ohio, &amp; Pennsylvania. I haven't started yet! https://t.co/BcoPrwqFMe
Trump	2016-02-27 16:04:35	I only wish my wonderful father, Fred, gave me $200 million to start my business like lightweight Rubio says. He didn't - total fabrication!
Staff	2016-07-29 03:47:56	Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country.
Trump	2016-07-06 12:31:27	Crooked Hillary Clinton lied to the FBI and to the people of our country. She is sooooo guilty. But watch, her time will come!
Staff	2016-04-25 22:06:26	Thank you West Chester, Pennsylvania! #PAPrimary #VoteTrump https://t.co/Qva1QtmhpS https://t.co/CF9SYBqka7
Trump	2016-04-30 15:53:30	"""@LexingtonBobby: @FoxNews @tedcruz @realDonaldTrump https://t.co/uhDlyi82Ua"""
Staff	2016-06-29 14:48:24	Will be in Bangor, Maine today! Join me- 4pmE at the Cross Insurance Center! https://t.co/y4n4nERPFr https://t.co/7LAPewxE05
Trump	2016-07-15 14:31:18	#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!
Staff	2016-07-12 17:03:44	Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.
Staff	2016-07-13 22:27:45	Even the @NYTimes and @WashingtonPost Editorial Boards condemned Justice Ginsburg for her ethical and legal breach. What was she thinking?
Staff	2016-07-02 15:33:19	Thank you @greta. #ImWithYou https://t.co/SLdqNhD4Tm
Staff	2016-05-20 21:55:40	Great day in Kentucky with Wayne LaPierre, Chris Cox &amp; the @NRA!  #MakeAmericaGreatAgain #Trump2016 https://t.co/aJ7s0aqqj0
Trump	2016-08-03 09:14:40	There is great unity in my campaign, perhaps greater than ever before. I want to thank everyone for your tremendous support. Beat Crooked H!
Staff	2016-05-02 19:57:55	Honored to have received the endorsement of Lou Holtz - a great guy! #INPrimary #Trump2016 https://t.co/AeGyODb37O
Trump	2016-07-29 13:13:07	Two policemen just shot in San Diego, one dead. It is only getting worse. People want LAW AND ORDER!
Trump	2016-05-17 03:46:35	I gave a woman named Barbara Res a top N.Y. construction job, when that was unheard of, and now she is nasty. So much for a nice thank you!
Trump	2016-01-23 13:32:58	"""@LukeBrinker: One year from today. https://t.co/TcN6Z3XwyU"""
Staff	2016-04-29 16:04:46	Thank you Indiana! #Trump2016 https://t.co/WAuI0nRNzX
Staff	2016-05-06 03:19:09	Thank you West Virginia. Let's keep it going. Go out and vote on Tuesday - we will win big. #Trump2016
Trump	2016-06-21 16:55:41	"I am ""the king of debt.""That has been great for me as a businessman, but is bad for the country. I made a fortune off of debt, will fix U.S."
Trump	2016-04-24 13:58:53	.@AndreBauer  Great job and advice on @CNN  @jaketapper  Thank you!
Staff	2016-06-26 16:31:38	Top 50 Facts About Crooked Hillary Clinton From Trump 'Stakes Of The Election' Address: https://t.co/lfUdXYnsgJ
Staff	2016-04-03 17:48:16	Thank you New York, and Pennsylvania!  #MakeAmericaGreatAgain #Trump2016 https://t.co/sziCGsvGbz
Trump	2016-07-23 20:43:33	Just saw Crooked Hillary and Tim Kaine together. ISIS and our other enemies are drooling. They don't look presidential to me!
Staff	2016-02-10 12:58:39	Dopey Mort Zuckerman, owner of the worthless @NYDailyNews, has a major inferiority complex. Paper will close soon!
Trump	2016-02-26 12:30:24	"""@WaltSeher: @realDonaldTrump @morg25016893 @eventbrite yup 200 Polish immigrants were hired by his contractor not Trump"""
Trump	2016-04-10 03:05:28	"""@metalmom888:  @Theresa_Cali If the GOP screws Trump, his millions will walk from the GOP never to return! They better think long and hard"""
Trump	2016-04-16 01:15:29	"""@wdct8110: @realDonaldTrump We love you Donald ! Finally someone who actually cares about us .. !! https://t.co/BKoQu1mm4A"""
Trump	2016-03-02 12:22:39	"""@mikiebarb: ""A nearly impossible path to the GOP nomination"" for Rubio, says @apalmerdc: https://t.co/zCTpSAjPvc …"""
Trump	2015-12-20 05:11:04	"""@DomineekSmith: @realDonaldTrump is the best Republican presidential candidate of all time.""  Thank you."
Trump	2016-07-22 13:13:02	Thank you Cleveland. We love you and will be back many times!
Staff	2016-06-16 20:38:38	Houston, TX: https://t.co/nvHRnfi2N7  Las Vegas, NV https://t.co/ksU8AGrFBS  Phoenix, AZ: https://t.co/PVB6QX7VpK https://t.co/2ToWwthEeF
Trump	2016-04-10 11:25:38	"""@getreal1234: @realDonaldTrump @Kids123Nicholas @gqforbes @RepTomMarino let's go Pa he has my vote Go Trump"""
Staff	2016-04-03 13:46:39	Thank you! #Trump2016 #WIPrimary https://t.co/alx0AY6E8J
Staff	2016-07-13 03:08:58	THANK YOU INDIANA! #Trump2016 https://t.co/Jmkah9wGaA
Staff	2016-03-02 01:49:51	Thank you Virginia! #Trump2016 #SuperTuesday
Trump	2016-06-08 12:08:55	Nobody is watching @Morning_Joe anymore. Gone off the deep end - bad ratings. You won't believe what I am watching now!
Trump	2016-03-15 23:34:02	"""@gregens21:  @BertShad @FoxNews @megynkelly She's choking on the results! Call her justifiable Kelly. Justifying everything she says."""
Staff	2016-05-20 20:06:48	Thank you! An honor to be the first candidate ever endorsed by the @NRA- prior to @GOPconvention! #Trump2016 #2A  https://t.co/ygLUAl7gzx
Trump	2016-07-06 04:36:31	Crooked Hillary Clinton is unfit to serve as President of the U.S. Her temperament is weak and her opponents are strong. BAD JUDGEMENT!
Trump	2016-02-14 20:55:59	Loved the debate last night, and almost everyone said I won, but the RNC did a terrible job of ticket distrbution. All donors &amp; special ints
Trump	2016-06-19 13:17:35	"""@bfraser747: Watch out HillaryClinton �� Support @realDonaldTrump ���� ���� #MakeAmericaGreatAgain ���� https://t.co/UTYOLo7wGF"""
Trump	2016-05-06 12:38:38	Crooked Hillary has ZERO leadership ability. As Bernie Sanders says, she has bad judgement. Constantly playing the women's card - it is sad!
Trump	2016-03-02 12:23:13	"""@JoeNBC: Marco Rubio just criticized Ted Cruz for underperforming tonight. Wow. #SuperTuesday"""
Staff	2016-01-23 13:57:53	I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump  https://t.co/tykxcT5ZtG https://t.co/oc480lwVQg
Trump	2016-05-18 00:35:40	"""@LADYJOANNE: @megynkelly @realDonaldTrump we need Trump more then ever Megyn. Thanks."
Staff	2016-06-13 20:38:59	Based on the incredibly inaccurate coverage and reporting of the record setting Trump campaign, we are hereby:  https://t.co/THKJwjNkaz
Staff	2016-03-08 17:40:53	#VoteTrumpMI! #Trump2016 https://t.co/IWMxISjH6L
Trump	2016-05-21 10:56:20	While our wonderful president was out playing golf all day, the TSA is falling apart, just like our government! Airports a total disaster!
Trump	2016-05-18 00:43:47	"""@markgruber1960: @megynkelly @realDonaldTrump That's why he is so successful. He is driven to succeed""  True!"
Staff	2016-06-17 02:16:21	Thank you Dallas, Texas!  https://t.co/ui9tSfMcS8 https://t.co/2iYArmM7oN
Staff	2016-05-06 01:57:05	"Can you believe Crooked Hillary said, ""We are going to put a whole lot of coal miners&amp;coal companies out of business."" She then apologized."
Trump	2016-06-27 01:33:10	"""@LindaSuhler: Trump voters don't scare or back down. Our numbers are growing &amp; we're taking our country BACK. #Trump2016���� #MAGA"
Trump	2016-03-24 14:41:46	"""@TimVincent56:  @LindseyGrahamSC Talkers think about the future, Doers are already building it"" #VoteTrump2016 https://t.co/OoB38jypsD"""
Staff	2016-06-10 21:24:38	Thank you @FaithandFreedom Coalition! An honor joining you today- to discuss our shared values. #RTM2016 #Trump2016 https://t.co/Ye6IhOW6ZM
Trump	2016-03-24 14:02:27	It is amazing how @LindseyGrahamSC gets on so many T.V. shows talking negatively about me when I beat him so badly (ZERO) in his pres run!
Trump	2016-03-29 13:34:36	Wow, @CNN has nothing but my opponents on their shows. Really one-sided and unfair reporting. Maybe I shouldn't do their town-hall tonight!
Trump	2016-03-20 19:45:33	Big Republican Dinner tonight at Mar-a-Lago in Palm Beach. I will be there!
Trump	2016-06-17 11:04:58	Amazing crowd last night in Dallas - more spirit and passion than ever before. Today, all over the great State of Texas!
Staff	2016-05-18 23:14:39	#MakeAmericaGreatAgain #Trump2016 https://t.co/kXhc2j94YF https://t.co/YZAdAndKXv
Trump	2016-03-15 23:34:55	"""@jsconlon11:  @BertShad @Foxnews @megynkelly I tried to give them a shot tonight, but they have the whole anti Trump cheerleading team."""
Trump	2016-07-04 15:34:15	With Hillary and Obama, the terrorist attacks will only get worse. Politically correct fools, won't even call it what it is - RADICAL ISLAM!
Staff	2016-01-01 03:25:27	HAPPY NEW YEAR &amp; THANK YOU! https://t.co/YO1Yi8QbZy https://t.co/uxUXWJ1Rbv
Staff	2016-03-22 18:21:24	My heart &amp; prayers go out to all of the victims of the terrible #Brussels tragedy. This madness must be stopped, and I will stop it.
Trump	2016-03-23 14:22:51	Lyin' Ted Cruz denied that he had anything to do with the G.Q. model photo post of Melania. That's why we call him Lyin' Ted!
Trump	2016-05-19 01:54:08	"Some low-life journalist claims that I ""made a pass"" at her 29 years ago. Never happened! Like the @nytimes story which has become a joke!"
Trump	2016-06-17 11:24:04	MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!
Staff	2016-05-29 22:53:16	Bill Kristol has been wrong for 2yrs-an embarrassed loser, but if the GOP can't control their own, then they are not a party. Be tough, R's!
Trump	2016-04-01 04:29:49	The Club For Growth said in their ad that 465 delegates (Cruz) plus 143 delegates (Kasich) is more than my 739 delegates. Try again!
Trump	2016-07-29 13:53:31	General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD  #NeverHillary
Staff	2016-06-11 04:30:44	Thank you Richmond, Virginia!  #Trump2016 https://t.co/SxU4yzCLQf
Trump	2016-03-24 15:59:13	"""@NeilTurner_: @realDonaldTrump Cruz &amp; Rubio are scared! WATCH -&gt; https://t.co/pWjLW1QBKo https://t.co/W2r6mOzgkb"""
Staff	2016-03-08 14:17:43	Michigan, Mississippi, Idaho &amp; Hawaii: Get out to VOTE and join the movement today! Video: https://t.co/fJw8Ax7E8P https://t.co/ZDbarevYAc
Staff	2016-01-08 21:20:02	On my way to South Carolina. Big Crowd--- look forward to it!
Trump	2016-03-03 14:27:12	"""@blt21muttrades: People are just mad that you're doing so good so they are gonna do they're best to stop you. Not gonna happen #MAGA"""
Trump	2016-06-08 12:10:17	"""@JoeDeFranco: Top RINO hack for MSNBC Joey Scarborough on the air and calling the next President Trump a racist and bigot. Shame on you"""
Trump	2016-05-31 10:48:49	So many great things happening - new poll numbers looking good! News conference at 11:00 A.M. today, Trump Tower!
Staff	2016-06-29 14:39:13	New Q poll out- we are going to win the whole deal- and MAKE AMERICA GREAT AGAIN! #Trump2016 https://t.co/dL5ahNcwZb
Trump	2016-07-12 13:39:56	I am somewhat surprised that Bernie Sanders was not true to himself and his supporters. They are not happy that he is selling out!
Staff	2016-08-03 21:57:07	THANK YOU Daytona Beach, Florida! #MakeAmericaGreatAgain https://t.co/IAcLfXe463
Staff	2016-07-26 20:07:18	#CrookedHillary  https://t.co/mSZYKnWswQ
Staff	2016-05-20 16:09:16	"Thanks @piersmorgan!  ""Trump is the most unpredictable, extraordinary, entertaining&amp;massively popular candidate this country has ever seen."""
Staff	2016-07-26 03:04:56	Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs.
Staff	2016-07-27 03:01:04	Just like I have warned from the beginning, Crooked Hillary Clinton will betray you on the TPP.  https://t.co/eoNTWK6I8y
Trump	2016-03-31 02:57:50	"""@susanbirchfiel1: Nothing you say will change my mind! Woman for @realDonaldTrump https://t.co/MIq1iF2097"""
Trump	2016-04-20 03:31:23	"""@bigop1: @realDonaldTrump @CNN @oreillyfactor https://t.co/vXiQru6HIE""  Wow, really nice!"
Staff	2016-03-08 02:25:08	I employ many people in Hawaii at my great hotel in Honolulu. I’ll be there very soon. Vote for me, Hawaii!
Trump	2016-03-16 11:35:33	Will be interviewed on @Morning_Joe at 7:40. ENJOY!
Trump	2016-04-25 03:49:17	Lyin' Ted and Kasich are mathematically dead and totally desperate. Their donors &amp; special interest groups are not happy with them. Sad!
Staff	2016-04-23 14:44:49	#MakeAmericaGreatAgain Video: https://t.co/Dsa2v9X3ol https://t.co/aGUHmO98Xm
Trump	2016-05-03 23:02:55	Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!
Trump	2016-03-03 14:26:15	"""@CreativeXwalk: @realDonaldTrump teaching the GOP how to lose four years ago was not enough. Now Romney wants to do it again."""
Trump	2016-03-16 10:28:47	Will be interviewed on @GMA at 7:00 A.M. Big wins last night!
Staff	2016-07-02 01:29:25	When you can't say it - or see it -- you can't fix it. We will MAKE AMERICA SAFE AGAIN! #ImWithYou #AmericaFirst https://t.co/Vd2A747L29
Trump	2016-07-18 20:48:00	.@CNN is the worst.They go to their dumb, one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!
Staff	2016-03-18 15:56:16	Join us in Salt Lake City, Utah- tonight! #MakeAmericaGreatAgain #Trump2016 https://t.co/1cJ7OFbQiz
Staff	2016-07-29 02:26:27	Departing now - thank you Cedar Rapids, Iowa. This is a MOVEMENT! https://t.co/ezrqVqPtta
Trump	2016-04-02 02:21:56	I will be in Wisconsin until the election. Jobs, trade and immigration will be big factors. I will bring jobs back home - make great deals!
Trump	2016-04-23 12:37:16	Will be spending the day campaigning in Connecticut, another state where jobs are being stolen by other countries. I will stop this fast!
